"Var1","Var2","value"
"aod_mix_74","aod_mix_18",0.811
"aod_mix_01","aod_mix_19",0.86
"aod_mix_02","aod_mix_19",0.863
"aod_mix_03","aod_mix_19",0.867
"aod_mix_04","aod_mix_19",0.876
"aod_mix_05","aod_mix_19",0.889
"aod_mix_06","aod_mix_19",0.904
"aod_mix_07","aod_mix_19",0.923
"aod_mix_08","aod_mix_19",0.944
"aod_mix_09","aod_mix_19",0.965
"aod_mix_10","aod_mix_19",0.981
"aod_mix_11","aod_mix_19",0.931
"aod_mix_12","aod_mix_19",0.935
"aod_mix_13","aod_mix_19",0.939
"aod_mix_14","aod_mix_19",0.949
"aod_mix_15","aod_mix_19",0.96
"aod_mix_16","aod_mix_19",0.972
"aod_mix_17","aod_mix_19",0.983
"aod_mix_18","aod_mix_19",0.993
"aod_mix_19","aod_mix_19",1
"aod_mix_20","aod_mix_19",0.992
"aod_mix_21","aod_mix_19",0.965
"aod_mix_22","aod_mix_19",0.968
"aod_mix_23","aod_mix_19",0.971
"aod_mix_24","aod_mix_19",0.976
"aod_mix_25","aod_mix_19",0.981
"aod_mix_26","aod_mix_19",0.983
"aod_mix_27","aod_mix_19",0.984
"aod_mix_28","aod_mix_19",0.982
"aod_mix_29","aod_mix_19",0.976
"aod_mix_30","aod_mix_19",0.966
"aod_mix_31","aod_mix_19",0.901
"aod_mix_32","aod_mix_19",0.906
"aod_mix_33","aod_mix_19",0.911
"aod_mix_34","aod_mix_19",0.923
"aod_mix_35","aod_mix_19",0.938
"aod_mix_36","aod_mix_19",0.953
"aod_mix_37","aod_mix_19",0.968
"aod_mix_38","aod_mix_19",0.979
"aod_mix_39","aod_mix_19",0.984
"aod_mix_40","aod_mix_19",0.979
"aod_mix_41","aod_mix_19",0.761
"aod_mix_42","aod_mix_19",0.762
"aod_mix_43","aod_mix_19",0.766
"aod_mix_44","aod_mix_19",0.781
"aod_mix_45","aod_mix_19",0.805
"aod_mix_46","aod_mix_19",0.836
"aod_mix_47","aod_mix_19",0.873
"aod_mix_48","aod_mix_19",0.909
"aod_mix_49","aod_mix_19",0.937
"aod_mix_50","aod_mix_19",0.951
"aod_mix_51","aod_mix_19",0.951
"aod_mix_52","aod_mix_19",0.978
"aod_mix_53","aod_mix_19",0.973
"aod_mix_54","aod_mix_19",0.958
"aod_mix_55","aod_mix_19",0.966
"aod_mix_56","aod_mix_19",0.937
"aod_mix_57","aod_mix_19",0.946
"aod_mix_58","aod_mix_19",0.937
"aod_mix_59","aod_mix_19",0.908
"aod_mix_60","aod_mix_19",0.909
"aod_mix_61","aod_mix_19",0.899
"aod_mix_62","aod_mix_19",0.884
"aod_mix_63","aod_mix_19",0.939
"aod_mix_64","aod_mix_19",0.924
"aod_mix_65","aod_mix_19",0.904
"aod_mix_66","aod_mix_19",0.883
"aod_mix_67","aod_mix_19",0.894
"aod_mix_68","aod_mix_19",0.867
"aod_mix_69","aod_mix_19",0.838
"aod_mix_70","aod_mix_19",0.817
"aod_mix_71","aod_mix_19",0.848
"aod_mix_72","aod_mix_19",0.832
"aod_mix_73","aod_mix_19",0.82
"aod_mix_74","aod_mix_19",0.806
"aod_mix_01","aod_mix_20",0.831
"aod_mix_02","aod_mix_20",0.835
"aod_mix_03","aod_mix_20",0.839
"aod_mix_04","aod_mix_20",0.849
"aod_mix_05","aod_mix_20",0.862
"aod_mix_06","aod_mix_20",0.879
"aod_mix_07","aod_mix_20",0.9
"aod_mix_08","aod_mix_20",0.924
"aod_mix_09","aod_mix_20",0.951
"aod_mix_10","aod_mix_20",0.976
"aod_mix_11","aod_mix_20",0.902
"aod_mix_12","aod_mix_20",0.906
"aod_mix_13","aod_mix_20",0.911
"aod_mix_14","aod_mix_20",0.922
"aod_mix_15","aod_mix_20",0.934
"aod_mix_16","aod_mix_20",0.948
"aod_mix_17","aod_mix_20",0.964
"aod_mix_18","aod_mix_20",0.979
"aod_mix_19","aod_mix_20",0.992
"aod_mix_20","aod_mix_20",1
"aod_mix_21","aod_mix_20",0.95
"aod_mix_22","aod_mix_20",0.954
"aod_mix_23","aod_mix_20",0.958
"aod_mix_24","aod_mix_20",0.967
"aod_mix_25","aod_mix_20",0.975
"aod_mix_26","aod_mix_20",0.982
"aod_mix_27","aod_mix_20",0.987
"aod_mix_28","aod_mix_20",0.989
"aod_mix_29","aod_mix_20",0.989
"aod_mix_30","aod_mix_20",0.985
"aod_mix_31","aod_mix_20",0.875
"aod_mix_32","aod_mix_20",0.88
"aod_mix_33","aod_mix_20",0.886
"aod_mix_34","aod_mix_20",0.9
"aod_mix_35","aod_mix_20",0.917
"aod_mix_36","aod_mix_20",0.936
"aod_mix_37","aod_mix_20",0.955
"aod_mix_38","aod_mix_20",0.972
"aod_mix_39","aod_mix_20",0.986
"aod_mix_40","aod_mix_20",0.991
"aod_mix_41","aod_mix_20",0.747
"aod_mix_42","aod_mix_20",0.749
"aod_mix_43","aod_mix_20",0.754
"aod_mix_44","aod_mix_20",0.772
"aod_mix_45","aod_mix_20",0.798
"aod_mix_46","aod_mix_20",0.831
"aod_mix_47","aod_mix_20",0.871
"aod_mix_48","aod_mix_20",0.912
"aod_mix_49","aod_mix_20",0.947
"aod_mix_50","aod_mix_20",0.968
"aod_mix_51","aod_mix_20",0.925
"aod_mix_52","aod_mix_20",0.96
"aod_mix_53","aod_mix_20",0.983
"aod_mix_54","aod_mix_20",0.94
"aod_mix_55","aod_mix_20",0.96
"aod_mix_56","aod_mix_20",0.948
"aod_mix_57","aod_mix_20",0.941
"aod_mix_58","aod_mix_20",0.939
"aod_mix_59","aod_mix_20",0.918
"aod_mix_60","aod_mix_20",0.912
"aod_mix_61","aod_mix_20",0.905
"aod_mix_62","aod_mix_20",0.892
"aod_mix_63","aod_mix_20",0.933
"aod_mix_64","aod_mix_20",0.919
"aod_mix_65","aod_mix_20",0.901
"aod_mix_66","aod_mix_20",0.88
"aod_mix_67","aod_mix_20",0.897
"aod_mix_68","aod_mix_20",0.87
"aod_mix_69","aod_mix_20",0.839
"aod_mix_70","aod_mix_20",0.816
"aod_mix_71","aod_mix_20",0.851
"aod_mix_72","aod_mix_20",0.832
"aod_mix_73","aod_mix_20",0.816
"aod_mix_74","aod_mix_20",0.8
"aod_mix_01","aod_mix_21",0.888
"aod_mix_02","aod_mix_21",0.891
"aod_mix_03","aod_mix_21",0.894
"aod_mix_04","aod_mix_21",0.9
"aod_mix_05","aod_mix_21",0.908
"aod_mix_06","aod_mix_21",0.919
"aod_mix_07","aod_mix_21",0.933
"aod_mix_08","aod_mix_21",0.945
"aod_mix_09","aod_mix_21",0.954
"aod_mix_10","aod_mix_21",0.956
"aod_mix_11","aod_mix_21",0.952
"aod_mix_12","aod_mix_21",0.955
"aod_mix_13","aod_mix_21",0.958
"aod_mix_14","aod_mix_21",0.963
"aod_mix_15","aod_mix_21",0.968
"aod_mix_16","aod_mix_21",0.972
"aod_mix_17","aod_mix_21",0.974
"aod_mix_18","aod_mix_21",0.973
"aod_mix_19","aod_mix_21",0.965
"aod_mix_20","aod_mix_21",0.95
"aod_mix_21","aod_mix_21",1
"aod_mix_22","aod_mix_21",0.998
"aod_mix_23","aod_mix_21",0.996
"aod_mix_24","aod_mix_21",0.991
"aod_mix_25","aod_mix_21",0.986
"aod_mix_26","aod_mix_21",0.978
"aod_mix_27","aod_mix_21",0.968
"aod_mix_28","aod_mix_21",0.957
"aod_mix_29","aod_mix_21",0.943
"aod_mix_30","aod_mix_21",0.926
"aod_mix_31","aod_mix_21",0.912
"aod_mix_32","aod_mix_21",0.915
"aod_mix_33","aod_mix_21",0.918
"aod_mix_34","aod_mix_21",0.924
"aod_mix_35","aod_mix_21",0.931
"aod_mix_36","aod_mix_21",0.937
"aod_mix_37","aod_mix_21",0.942
"aod_mix_38","aod_mix_21",0.943
"aod_mix_39","aod_mix_21",0.94
"aod_mix_40","aod_mix_21",0.931
"aod_mix_41","aod_mix_21",0.743
"aod_mix_42","aod_mix_21",0.74
"aod_mix_43","aod_mix_21",0.742
"aod_mix_44","aod_mix_21",0.752
"aod_mix_45","aod_mix_21",0.771
"aod_mix_46","aod_mix_21",0.797
"aod_mix_47","aod_mix_21",0.828
"aod_mix_48","aod_mix_21",0.86
"aod_mix_49","aod_mix_21",0.885
"aod_mix_50","aod_mix_21",0.898
"aod_mix_51","aod_mix_21",0.971
"aod_mix_52","aod_mix_21",0.98
"aod_mix_53","aod_mix_21",0.943
"aod_mix_54","aod_mix_21",0.975
"aod_mix_55","aod_mix_21",0.97
"aod_mix_56","aod_mix_21",0.921
"aod_mix_57","aod_mix_21",0.957
"aod_mix_58","aod_mix_21",0.941
"aod_mix_59","aod_mix_21",0.902
"aod_mix_60","aod_mix_21",0.917
"aod_mix_61","aod_mix_21",0.905
"aod_mix_62","aod_mix_21",0.888
"aod_mix_63","aod_mix_21",0.942
"aod_mix_64","aod_mix_21",0.918
"aod_mix_65","aod_mix_21",0.89
"aod_mix_66","aod_mix_21",0.863
"aod_mix_67","aod_mix_21",0.894
"aod_mix_68","aod_mix_21",0.859
"aod_mix_69","aod_mix_21",0.824
"aod_mix_70","aod_mix_21",0.8
"aod_mix_71","aod_mix_21",0.852
"aod_mix_72","aod_mix_21",0.831
"aod_mix_73","aod_mix_21",0.814
"aod_mix_74","aod_mix_21",0.797
"aod_mix_01","aod_mix_22",0.885
"aod_mix_02","aod_mix_22",0.888
"aod_mix_03","aod_mix_22",0.89
"aod_mix_04","aod_mix_22",0.897
"aod_mix_05","aod_mix_22",0.906
"aod_mix_06","aod_mix_22",0.918
"aod_mix_07","aod_mix_22",0.931
"aod_mix_08","aod_mix_22",0.944
"aod_mix_09","aod_mix_22",0.955
"aod_mix_10","aod_mix_22",0.958
"aod_mix_11","aod_mix_22",0.949
"aod_mix_12","aod_mix_22",0.952
"aod_mix_13","aod_mix_22",0.955
"aod_mix_14","aod_mix_22",0.962
"aod_mix_15","aod_mix_22",0.967
"aod_mix_16","aod_mix_22",0.972
"aod_mix_17","aod_mix_22",0.974
"aod_mix_18","aod_mix_22",0.974
"aod_mix_19","aod_mix_22",0.968
"aod_mix_20","aod_mix_22",0.954
"aod_mix_21","aod_mix_22",0.998
"aod_mix_22","aod_mix_22",1
"aod_mix_23","aod_mix_22",0.998
"aod_mix_24","aod_mix_22",0.994
"aod_mix_25","aod_mix_22",0.988
"aod_mix_26","aod_mix_22",0.981
"aod_mix_27","aod_mix_22",0.972
"aod_mix_28","aod_mix_22",0.961
"aod_mix_29","aod_mix_22",0.947
"aod_mix_30","aod_mix_22",0.932
"aod_mix_31","aod_mix_22",0.91
"aod_mix_32","aod_mix_22",0.913
"aod_mix_33","aod_mix_22",0.916
"aod_mix_34","aod_mix_22",0.923
"aod_mix_35","aod_mix_22",0.93
"aod_mix_36","aod_mix_22",0.938
"aod_mix_37","aod_mix_22",0.944
"aod_mix_38","aod_mix_22",0.946
"aod_mix_39","aod_mix_22",0.943
"aod_mix_40","aod_mix_22",0.935
"aod_mix_41","aod_mix_22",0.743
"aod_mix_42","aod_mix_22",0.74
"aod_mix_43","aod_mix_22",0.742
"aod_mix_44","aod_mix_22",0.753
"aod_mix_45","aod_mix_22",0.772
"aod_mix_46","aod_mix_22",0.799
"aod_mix_47","aod_mix_22",0.831
"aod_mix_48","aod_mix_22",0.863
"aod_mix_49","aod_mix_22",0.889
"aod_mix_50","aod_mix_22",0.903
"aod_mix_51","aod_mix_22",0.969
"aod_mix_52","aod_mix_22",0.98
"aod_mix_53","aod_mix_22",0.948
"aod_mix_54","aod_mix_22",0.974
"aod_mix_55","aod_mix_22",0.972
"aod_mix_56","aod_mix_22",0.925
"aod_mix_57","aod_mix_22",0.958
"aod_mix_58","aod_mix_22",0.944
"aod_mix_59","aod_mix_22",0.906
"aod_mix_60","aod_mix_22",0.918
"aod_mix_61","aod_mix_22",0.907
"aod_mix_62","aod_mix_22",0.89
"aod_mix_63","aod_mix_22",0.942
"aod_mix_64","aod_mix_22",0.919
"aod_mix_65","aod_mix_22",0.892
"aod_mix_66","aod_mix_22",0.865
"aod_mix_67","aod_mix_22",0.895
"aod_mix_68","aod_mix_22",0.861
"aod_mix_69","aod_mix_22",0.825
"aod_mix_70","aod_mix_22",0.801
"aod_mix_71","aod_mix_22",0.852
"aod_mix_72","aod_mix_22",0.832
"aod_mix_73","aod_mix_22",0.815
"aod_mix_74","aod_mix_22",0.797
"aod_mix_01","aod_mix_23",0.881
"aod_mix_02","aod_mix_23",0.884
"aod_mix_03","aod_mix_23",0.887
"aod_mix_04","aod_mix_23",0.894
"aod_mix_05","aod_mix_23",0.903
"aod_mix_06","aod_mix_23",0.915
"aod_mix_07","aod_mix_23",0.93
"aod_mix_08","aod_mix_23",0.943
"aod_mix_09","aod_mix_23",0.955
"aod_mix_10","aod_mix_23",0.96
"aod_mix_11","aod_mix_23",0.945
"aod_mix_12","aod_mix_23",0.949
"aod_mix_13","aod_mix_23",0.953
"aod_mix_14","aod_mix_23",0.959
"aod_mix_15","aod_mix_23",0.966
"aod_mix_16","aod_mix_23",0.971
"aod_mix_17","aod_mix_23",0.975
"aod_mix_18","aod_mix_23",0.975
"aod_mix_19","aod_mix_23",0.971
"aod_mix_20","aod_mix_23",0.958
"aod_mix_21","aod_mix_23",0.996
"aod_mix_22","aod_mix_23",0.998
"aod_mix_23","aod_mix_23",1
"aod_mix_24","aod_mix_23",0.996
"aod_mix_25","aod_mix_23",0.991
"aod_mix_26","aod_mix_23",0.985
"aod_mix_27","aod_mix_23",0.976
"aod_mix_28","aod_mix_23",0.965
"aod_mix_29","aod_mix_23",0.952
"aod_mix_30","aod_mix_23",0.937
"aod_mix_31","aod_mix_23",0.907
"aod_mix_32","aod_mix_23",0.911
"aod_mix_33","aod_mix_23",0.914
"aod_mix_34","aod_mix_23",0.922
"aod_mix_35","aod_mix_23",0.93
"aod_mix_36","aod_mix_23",0.938
"aod_mix_37","aod_mix_23",0.945
"aod_mix_38","aod_mix_23",0.949
"aod_mix_39","aod_mix_23",0.947
"aod_mix_40","aod_mix_23",0.94
"aod_mix_41","aod_mix_23",0.742
"aod_mix_42","aod_mix_23",0.74
"aod_mix_43","aod_mix_23",0.742
"aod_mix_44","aod_mix_23",0.754
"aod_mix_45","aod_mix_23",0.774
"aod_mix_46","aod_mix_23",0.802
"aod_mix_47","aod_mix_23",0.834
"aod_mix_48","aod_mix_23",0.867
"aod_mix_49","aod_mix_23",0.893
"aod_mix_50","aod_mix_23",0.908
"aod_mix_51","aod_mix_23",0.966
"aod_mix_52","aod_mix_23",0.981
"aod_mix_53","aod_mix_23",0.952
"aod_mix_54","aod_mix_23",0.973
"aod_mix_55","aod_mix_23",0.973
"aod_mix_56","aod_mix_23",0.929
"aod_mix_57","aod_mix_23",0.958
"aod_mix_58","aod_mix_23",0.946
"aod_mix_59","aod_mix_23",0.91
"aod_mix_60","aod_mix_23",0.92
"aod_mix_61","aod_mix_23",0.909
"aod_mix_62","aod_mix_23",0.893
"aod_mix_63","aod_mix_23",0.943
"aod_mix_64","aod_mix_23",0.919
"aod_mix_65","aod_mix_23",0.893
"aod_mix_66","aod_mix_23",0.866
"aod_mix_67","aod_mix_23",0.897
"aod_mix_68","aod_mix_23",0.862
"aod_mix_69","aod_mix_23",0.826
"aod_mix_70","aod_mix_23",0.802
"aod_mix_71","aod_mix_23",0.853
"aod_mix_72","aod_mix_23",0.832
"aod_mix_73","aod_mix_23",0.815
"aod_mix_74","aod_mix_23",0.797
"aod_mix_01","aod_mix_24",0.873
"aod_mix_02","aod_mix_24",0.876
"aod_mix_03","aod_mix_24",0.879
"aod_mix_04","aod_mix_24",0.887
"aod_mix_05","aod_mix_24",0.897
"aod_mix_06","aod_mix_24",0.911
"aod_mix_07","aod_mix_24",0.926
"aod_mix_08","aod_mix_24",0.942
"aod_mix_09","aod_mix_24",0.956
"aod_mix_10","aod_mix_24",0.965
"aod_mix_11","aod_mix_24",0.938
"aod_mix_12","aod_mix_24",0.942
"aod_mix_13","aod_mix_24",0.946
"aod_mix_14","aod_mix_24",0.954
"aod_mix_15","aod_mix_24",0.962
"aod_mix_16","aod_mix_24",0.969
"aod_mix_17","aod_mix_24",0.975
"aod_mix_18","aod_mix_24",0.978
"aod_mix_19","aod_mix_24",0.976
"aod_mix_20","aod_mix_24",0.967
"aod_mix_21","aod_mix_24",0.991
"aod_mix_22","aod_mix_24",0.994
"aod_mix_23","aod_mix_24",0.996
"aod_mix_24","aod_mix_24",1
"aod_mix_25","aod_mix_24",0.996
"aod_mix_26","aod_mix_24",0.991
"aod_mix_27","aod_mix_24",0.984
"aod_mix_28","aod_mix_24",0.974
"aod_mix_29","aod_mix_24",0.963
"aod_mix_30","aod_mix_24",0.948
"aod_mix_31","aod_mix_24",0.901
"aod_mix_32","aod_mix_24",0.905
"aod_mix_33","aod_mix_24",0.909
"aod_mix_34","aod_mix_24",0.919
"aod_mix_35","aod_mix_24",0.929
"aod_mix_36","aod_mix_24",0.939
"aod_mix_37","aod_mix_24",0.948
"aod_mix_38","aod_mix_24",0.954
"aod_mix_39","aod_mix_24",0.955
"aod_mix_40","aod_mix_24",0.95
"aod_mix_41","aod_mix_24",0.74
"aod_mix_42","aod_mix_24",0.74
"aod_mix_43","aod_mix_24",0.743
"aod_mix_44","aod_mix_24",0.756
"aod_mix_45","aod_mix_24",0.777
"aod_mix_46","aod_mix_24",0.806
"aod_mix_47","aod_mix_24",0.84
"aod_mix_48","aod_mix_24",0.874
"aod_mix_49","aod_mix_24",0.903
"aod_mix_50","aod_mix_24",0.919
"aod_mix_51","aod_mix_24",0.96
"aod_mix_52","aod_mix_24",0.981
"aod_mix_53","aod_mix_24",0.962
"aod_mix_54","aod_mix_24",0.969
"aod_mix_55","aod_mix_24",0.975
"aod_mix_56","aod_mix_24",0.939
"aod_mix_57","aod_mix_24",0.959
"aod_mix_58","aod_mix_24",0.949
"aod_mix_59","aod_mix_24",0.918
"aod_mix_60","aod_mix_24",0.922
"aod_mix_61","aod_mix_24",0.912
"aod_mix_62","aod_mix_24",0.897
"aod_mix_63","aod_mix_24",0.943
"aod_mix_64","aod_mix_24",0.921
"aod_mix_65","aod_mix_24",0.894
"aod_mix_66","aod_mix_24",0.868
"aod_mix_67","aod_mix_24",0.899
"aod_mix_68","aod_mix_24",0.865
"aod_mix_69","aod_mix_24",0.829
"aod_mix_70","aod_mix_24",0.804
"aod_mix_71","aod_mix_24",0.855
"aod_mix_72","aod_mix_24",0.833
"aod_mix_73","aod_mix_24",0.815
"aod_mix_74","aod_mix_24",0.797
"aod_mix_01","aod_mix_25",0.863
"aod_mix_02","aod_mix_25",0.866
"aod_mix_03","aod_mix_25",0.87
"aod_mix_04","aod_mix_25",0.878
"aod_mix_05","aod_mix_25",0.889
"aod_mix_06","aod_mix_25",0.904
"aod_mix_07","aod_mix_25",0.921
"aod_mix_08","aod_mix_25",0.939
"aod_mix_09","aod_mix_25",0.956
"aod_mix_10","aod_mix_25",0.968
"aod_mix_11","aod_mix_25",0.929
"aod_mix_12","aod_mix_25",0.933
"aod_mix_13","aod_mix_25",0.937
"aod_mix_14","aod_mix_25",0.946
"aod_mix_15","aod_mix_25",0.956
"aod_mix_16","aod_mix_25",0.965
"aod_mix_17","aod_mix_25",0.974
"aod_mix_18","aod_mix_25",0.979
"aod_mix_19","aod_mix_25",0.981
"aod_mix_20","aod_mix_25",0.975
"aod_mix_21","aod_mix_25",0.986
"aod_mix_22","aod_mix_25",0.988
"aod_mix_23","aod_mix_25",0.991
"aod_mix_24","aod_mix_25",0.996
"aod_mix_25","aod_mix_25",1
"aod_mix_26","aod_mix_25",0.996
"aod_mix_27","aod_mix_25",0.991
"aod_mix_28","aod_mix_25",0.983
"aod_mix_29","aod_mix_25",0.973
"aod_mix_30","aod_mix_25",0.96
"aod_mix_31","aod_mix_25",0.893
"aod_mix_32","aod_mix_25",0.898
"aod_mix_33","aod_mix_25",0.902
"aod_mix_34","aod_mix_25",0.913
"aod_mix_35","aod_mix_25",0.926
"aod_mix_36","aod_mix_25",0.938
"aod_mix_37","aod_mix_25",0.949
"aod_mix_38","aod_mix_25",0.958
"aod_mix_39","aod_mix_25",0.962
"aod_mix_40","aod_mix_25",0.959
"aod_mix_41","aod_mix_25",0.738
"aod_mix_42","aod_mix_25",0.738
"aod_mix_43","aod_mix_25",0.742
"aod_mix_44","aod_mix_25",0.757
"aod_mix_45","aod_mix_25",0.78
"aod_mix_46","aod_mix_25",0.81
"aod_mix_47","aod_mix_25",0.846
"aod_mix_48","aod_mix_25",0.882
"aod_mix_49","aod_mix_25",0.912
"aod_mix_50","aod_mix_25",0.93
"aod_mix_51","aod_mix_25",0.951
"aod_mix_52","aod_mix_25",0.978
"aod_mix_53","aod_mix_25",0.971
"aod_mix_54","aod_mix_25",0.963
"aod_mix_55","aod_mix_25",0.975
"aod_mix_56","aod_mix_25",0.948
"aod_mix_57","aod_mix_25",0.958
"aod_mix_58","aod_mix_25",0.951
"aod_mix_59","aod_mix_25",0.924
"aod_mix_60","aod_mix_25",0.925
"aod_mix_61","aod_mix_25",0.916
"aod_mix_62","aod_mix_25",0.901
"aod_mix_63","aod_mix_25",0.942
"aod_mix_64","aod_mix_25",0.921
"aod_mix_65","aod_mix_25",0.896
"aod_mix_66","aod_mix_25",0.87
"aod_mix_67","aod_mix_25",0.902
"aod_mix_68","aod_mix_25",0.867
"aod_mix_69","aod_mix_25",0.831
"aod_mix_70","aod_mix_25",0.805
"aod_mix_71","aod_mix_25",0.857
"aod_mix_72","aod_mix_25",0.835
"aod_mix_73","aod_mix_25",0.816
"aod_mix_74","aod_mix_25",0.796
"aod_mix_01","aod_mix_26",0.852
"aod_mix_02","aod_mix_26",0.855
"aod_mix_03","aod_mix_26",0.859
"aod_mix_04","aod_mix_26",0.868
"aod_mix_05","aod_mix_26",0.879
"aod_mix_06","aod_mix_26",0.895
"aod_mix_07","aod_mix_26",0.913
"aod_mix_08","aod_mix_26",0.934
"aod_mix_09","aod_mix_26",0.954
"aod_mix_10","aod_mix_26",0.97
"aod_mix_11","aod_mix_26",0.918
"aod_mix_12","aod_mix_26",0.922
"aod_mix_13","aod_mix_26",0.927
"aod_mix_14","aod_mix_26",0.936
"aod_mix_15","aod_mix_26",0.947
"aod_mix_16","aod_mix_26",0.959
"aod_mix_17","aod_mix_26",0.97
"aod_mix_18","aod_mix_26",0.979
"aod_mix_19","aod_mix_26",0.983
"aod_mix_20","aod_mix_26",0.982
"aod_mix_21","aod_mix_26",0.978
"aod_mix_22","aod_mix_26",0.981
"aod_mix_23","aod_mix_26",0.985
"aod_mix_24","aod_mix_26",0.991
"aod_mix_25","aod_mix_26",0.996
"aod_mix_26","aod_mix_26",1
"aod_mix_27","aod_mix_26",0.996
"aod_mix_28","aod_mix_26",0.991
"aod_mix_29","aod_mix_26",0.982
"aod_mix_30","aod_mix_26",0.971
"aod_mix_31","aod_mix_26",0.884
"aod_mix_32","aod_mix_26",0.889
"aod_mix_33","aod_mix_26",0.894
"aod_mix_34","aod_mix_26",0.906
"aod_mix_35","aod_mix_26",0.92
"aod_mix_36","aod_mix_26",0.935
"aod_mix_37","aod_mix_26",0.949
"aod_mix_38","aod_mix_26",0.961
"aod_mix_39","aod_mix_26",0.968
"aod_mix_40","aod_mix_26",0.968
"aod_mix_41","aod_mix_26",0.735
"aod_mix_42","aod_mix_26",0.736
"aod_mix_43","aod_mix_26",0.741
"aod_mix_44","aod_mix_26",0.756
"aod_mix_45","aod_mix_26",0.781
"aod_mix_46","aod_mix_26",0.813
"aod_mix_47","aod_mix_26",0.851
"aod_mix_48","aod_mix_26",0.889
"aod_mix_49","aod_mix_26",0.921
"aod_mix_50","aod_mix_26",0.941
"aod_mix_51","aod_mix_26",0.941
"aod_mix_52","aod_mix_26",0.972
"aod_mix_53","aod_mix_26",0.979
"aod_mix_54","aod_mix_26",0.955
"aod_mix_55","aod_mix_26",0.972
"aod_mix_56","aod_mix_26",0.955
"aod_mix_57","aod_mix_26",0.956
"aod_mix_58","aod_mix_26",0.952
"aod_mix_59","aod_mix_26",0.929
"aod_mix_60","aod_mix_26",0.926
"aod_mix_61","aod_mix_26",0.918
"aod_mix_62","aod_mix_26",0.904
"aod_mix_63","aod_mix_26",0.94
"aod_mix_64","aod_mix_26",0.92
"aod_mix_65","aod_mix_26",0.896
"aod_mix_66","aod_mix_26",0.871
"aod_mix_67","aod_mix_26",0.904
"aod_mix_68","aod_mix_26",0.869
"aod_mix_69","aod_mix_26",0.833
"aod_mix_70","aod_mix_26",0.807
"aod_mix_71","aod_mix_26",0.859
"aod_mix_72","aod_mix_26",0.835
"aod_mix_73","aod_mix_26",0.815
"aod_mix_74","aod_mix_26",0.795
"aod_mix_01","aod_mix_27",0.838
"aod_mix_02","aod_mix_27",0.842
"aod_mix_03","aod_mix_27",0.846
"aod_mix_04","aod_mix_27",0.855
"aod_mix_05","aod_mix_27",0.867
"aod_mix_06","aod_mix_27",0.884
"aod_mix_07","aod_mix_27",0.904
"aod_mix_08","aod_mix_27",0.926
"aod_mix_09","aod_mix_27",0.949
"aod_mix_10","aod_mix_27",0.97
"aod_mix_11","aod_mix_27",0.906
"aod_mix_12","aod_mix_27",0.91
"aod_mix_13","aod_mix_27",0.915
"aod_mix_14","aod_mix_27",0.925
"aod_mix_15","aod_mix_27",0.936
"aod_mix_16","aod_mix_27",0.949
"aod_mix_17","aod_mix_27",0.963
"aod_mix_18","aod_mix_27",0.975
"aod_mix_19","aod_mix_27",0.984
"aod_mix_20","aod_mix_27",0.987
"aod_mix_21","aod_mix_27",0.968
"aod_mix_22","aod_mix_27",0.972
"aod_mix_23","aod_mix_27",0.976
"aod_mix_24","aod_mix_27",0.984
"aod_mix_25","aod_mix_27",0.991
"aod_mix_26","aod_mix_27",0.996
"aod_mix_27","aod_mix_27",1
"aod_mix_28","aod_mix_27",0.996
"aod_mix_29","aod_mix_27",0.99
"aod_mix_30","aod_mix_27",0.981
"aod_mix_31","aod_mix_27",0.873
"aod_mix_32","aod_mix_27",0.878
"aod_mix_33","aod_mix_27",0.884
"aod_mix_34","aod_mix_27",0.897
"aod_mix_35","aod_mix_27",0.912
"aod_mix_36","aod_mix_27",0.929
"aod_mix_37","aod_mix_27",0.946
"aod_mix_38","aod_mix_27",0.961
"aod_mix_39","aod_mix_27",0.972
"aod_mix_40","aod_mix_27",0.976
"aod_mix_41","aod_mix_27",0.732
"aod_mix_42","aod_mix_27",0.733
"aod_mix_43","aod_mix_27",0.738
"aod_mix_44","aod_mix_27",0.755
"aod_mix_45","aod_mix_27",0.781
"aod_mix_46","aod_mix_27",0.814
"aod_mix_47","aod_mix_27",0.854
"aod_mix_48","aod_mix_27",0.894
"aod_mix_49","aod_mix_27",0.929
"aod_mix_50","aod_mix_27",0.952
"aod_mix_51","aod_mix_27",0.929
"aod_mix_52","aod_mix_27",0.963
"aod_mix_53","aod_mix_27",0.986
"aod_mix_54","aod_mix_27",0.946
"aod_mix_55","aod_mix_27",0.968
"aod_mix_56","aod_mix_27",0.96
"aod_mix_57","aod_mix_27",0.952
"aod_mix_58","aod_mix_27",0.952
"aod_mix_59","aod_mix_27",0.932
"aod_mix_60","aod_mix_27",0.927
"aod_mix_61","aod_mix_27",0.92
"aod_mix_62","aod_mix_27",0.907
"aod_mix_63","aod_mix_27",0.937
"aod_mix_64","aod_mix_27",0.918
"aod_mix_65","aod_mix_27",0.895
"aod_mix_66","aod_mix_27",0.871
"aod_mix_67","aod_mix_27",0.905
"aod_mix_68","aod_mix_27",0.871
"aod_mix_69","aod_mix_27",0.834
"aod_mix_70","aod_mix_27",0.807
"aod_mix_71","aod_mix_27",0.86
"aod_mix_72","aod_mix_27",0.836
"aod_mix_73","aod_mix_27",0.814
