"Var1","Var2","value"
"aod_mix_74","aod_mix_54",0.833
"aod_mix_01","aod_mix_55",0.87
"aod_mix_02","aod_mix_55",0.873
"aod_mix_03","aod_mix_55",0.877
"aod_mix_04","aod_mix_55",0.884
"aod_mix_05","aod_mix_55",0.894
"aod_mix_06","aod_mix_55",0.906
"aod_mix_07","aod_mix_55",0.921
"aod_mix_08","aod_mix_55",0.935
"aod_mix_09","aod_mix_55",0.948
"aod_mix_10","aod_mix_55",0.956
"aod_mix_11","aod_mix_55",0.931
"aod_mix_12","aod_mix_55",0.934
"aod_mix_13","aod_mix_55",0.937
"aod_mix_14","aod_mix_55",0.944
"aod_mix_15","aod_mix_55",0.951
"aod_mix_16","aod_mix_55",0.957
"aod_mix_17","aod_mix_55",0.963
"aod_mix_18","aod_mix_55",0.967
"aod_mix_19","aod_mix_55",0.966
"aod_mix_20","aod_mix_55",0.96
"aod_mix_21","aod_mix_55",0.97
"aod_mix_22","aod_mix_55",0.972
"aod_mix_23","aod_mix_55",0.973
"aod_mix_24","aod_mix_55",0.975
"aod_mix_25","aod_mix_55",0.975
"aod_mix_26","aod_mix_55",0.972
"aod_mix_27","aod_mix_55",0.968
"aod_mix_28","aod_mix_55",0.961
"aod_mix_29","aod_mix_55",0.952
"aod_mix_30","aod_mix_55",0.94
"aod_mix_31","aod_mix_55",0.919
"aod_mix_32","aod_mix_55",0.923
"aod_mix_33","aod_mix_55",0.928
"aod_mix_34","aod_mix_55",0.937
"aod_mix_35","aod_mix_55",0.946
"aod_mix_36","aod_mix_55",0.955
"aod_mix_37","aod_mix_55",0.962
"aod_mix_38","aod_mix_55",0.966
"aod_mix_39","aod_mix_55",0.965
"aod_mix_40","aod_mix_55",0.956
"aod_mix_41","aod_mix_55",0.774
"aod_mix_42","aod_mix_55",0.771
"aod_mix_43","aod_mix_55",0.773
"aod_mix_44","aod_mix_55",0.786
"aod_mix_45","aod_mix_55",0.809
"aod_mix_46","aod_mix_55",0.84
"aod_mix_47","aod_mix_55",0.875
"aod_mix_48","aod_mix_55",0.908
"aod_mix_49","aod_mix_55",0.932
"aod_mix_50","aod_mix_55",0.939
"aod_mix_51","aod_mix_55",0.958
"aod_mix_52","aod_mix_55",0.981
"aod_mix_53","aod_mix_55",0.971
"aod_mix_54","aod_mix_55",0.984
"aod_mix_55","aod_mix_55",1
"aod_mix_56","aod_mix_55",0.959
"aod_mix_57","aod_mix_55",0.988
"aod_mix_58","aod_mix_55",0.977
"aod_mix_59","aod_mix_55",0.941
"aod_mix_60","aod_mix_55",0.95
"aod_mix_61","aod_mix_55",0.938
"aod_mix_62","aod_mix_55",0.92
"aod_mix_63","aod_mix_55",0.982
"aod_mix_64","aod_mix_55",0.965
"aod_mix_65","aod_mix_55",0.942
"aod_mix_66","aod_mix_55",0.918
"aod_mix_67","aod_mix_55",0.937
"aod_mix_68","aod_mix_55",0.91
"aod_mix_69","aod_mix_55",0.878
"aod_mix_70","aod_mix_55",0.854
"aod_mix_71","aod_mix_55",0.887
"aod_mix_72","aod_mix_55",0.87
"aod_mix_73","aod_mix_55",0.856
"aod_mix_74","aod_mix_55",0.839
"aod_mix_01","aod_mix_56",0.805
"aod_mix_02","aod_mix_56",0.808
"aod_mix_03","aod_mix_56",0.812
"aod_mix_04","aod_mix_56",0.82
"aod_mix_05","aod_mix_56",0.832
"aod_mix_06","aod_mix_56",0.847
"aod_mix_07","aod_mix_56",0.865
"aod_mix_08","aod_mix_56",0.884
"aod_mix_09","aod_mix_56",0.905
"aod_mix_10","aod_mix_56",0.927
"aod_mix_11","aod_mix_56",0.862
"aod_mix_12","aod_mix_56",0.866
"aod_mix_13","aod_mix_56",0.869
"aod_mix_14","aod_mix_56",0.878
"aod_mix_15","aod_mix_56",0.888
"aod_mix_16","aod_mix_56",0.899
"aod_mix_17","aod_mix_56",0.912
"aod_mix_18","aod_mix_56",0.925
"aod_mix_19","aod_mix_56",0.937
"aod_mix_20","aod_mix_56",0.948
"aod_mix_21","aod_mix_56",0.921
"aod_mix_22","aod_mix_56",0.925
"aod_mix_23","aod_mix_56",0.929
"aod_mix_24","aod_mix_56",0.939
"aod_mix_25","aod_mix_56",0.948
"aod_mix_26","aod_mix_56",0.955
"aod_mix_27","aod_mix_56",0.96
"aod_mix_28","aod_mix_56",0.963
"aod_mix_29","aod_mix_56",0.964
"aod_mix_30","aod_mix_56",0.962
"aod_mix_31","aod_mix_56",0.848
"aod_mix_32","aod_mix_56",0.853
"aod_mix_33","aod_mix_56",0.857
"aod_mix_34","aod_mix_56",0.868
"aod_mix_35","aod_mix_56",0.882
"aod_mix_36","aod_mix_56",0.898
"aod_mix_37","aod_mix_56",0.914
"aod_mix_38","aod_mix_56",0.929
"aod_mix_39","aod_mix_56",0.943
"aod_mix_40","aod_mix_56",0.953
"aod_mix_41","aod_mix_56",0.733
"aod_mix_42","aod_mix_56",0.731
"aod_mix_43","aod_mix_56",0.734
"aod_mix_44","aod_mix_56",0.751
"aod_mix_45","aod_mix_56",0.779
"aod_mix_46","aod_mix_56",0.815
"aod_mix_47","aod_mix_56",0.856
"aod_mix_48","aod_mix_56",0.897
"aod_mix_49","aod_mix_56",0.931
"aod_mix_50","aod_mix_56",0.951
"aod_mix_51","aod_mix_56",0.887
"aod_mix_52","aod_mix_56",0.924
"aod_mix_53","aod_mix_56",0.979
"aod_mix_54","aod_mix_56",0.921
"aod_mix_55","aod_mix_56",0.959
"aod_mix_56","aod_mix_56",1
"aod_mix_57","aod_mix_56",0.963
"aod_mix_58","aod_mix_56",0.982
"aod_mix_59","aod_mix_56",0.984
"aod_mix_60","aod_mix_56",0.97
"aod_mix_61","aod_mix_56",0.969
"aod_mix_62","aod_mix_56",0.961
"aod_mix_63","aod_mix_56",0.954
"aod_mix_64","aod_mix_56",0.944
"aod_mix_65","aod_mix_56",0.927
"aod_mix_66","aod_mix_56",0.907
"aod_mix_67","aod_mix_56",0.956
"aod_mix_68","aod_mix_56",0.927
"aod_mix_69","aod_mix_56",0.889
"aod_mix_70","aod_mix_56",0.858
"aod_mix_71","aod_mix_56",0.916
"aod_mix_72","aod_mix_56",0.888
"aod_mix_73","aod_mix_56",0.86
"aod_mix_74","aod_mix_56",0.832
"aod_mix_01","aod_mix_57",0.875
"aod_mix_02","aod_mix_57",0.877
"aod_mix_03","aod_mix_57",0.88
"aod_mix_04","aod_mix_57",0.886
"aod_mix_05","aod_mix_57",0.895
"aod_mix_06","aod_mix_57",0.905
"aod_mix_07","aod_mix_57",0.917
"aod_mix_08","aod_mix_57",0.929
"aod_mix_09","aod_mix_57",0.939
"aod_mix_10","aod_mix_57",0.944
"aod_mix_11","aod_mix_57",0.923
"aod_mix_12","aod_mix_57",0.925
"aod_mix_13","aod_mix_57",0.927
"aod_mix_14","aod_mix_57",0.931
"aod_mix_15","aod_mix_57",0.935
"aod_mix_16","aod_mix_57",0.94
"aod_mix_17","aod_mix_57",0.944
"aod_mix_18","aod_mix_57",0.947
"aod_mix_19","aod_mix_57",0.946
"aod_mix_20","aod_mix_57",0.941
"aod_mix_21","aod_mix_57",0.957
"aod_mix_22","aod_mix_57",0.958
"aod_mix_23","aod_mix_57",0.958
"aod_mix_24","aod_mix_57",0.959
"aod_mix_25","aod_mix_57",0.958
"aod_mix_26","aod_mix_57",0.956
"aod_mix_27","aod_mix_57",0.952
"aod_mix_28","aod_mix_57",0.946
"aod_mix_29","aod_mix_57",0.938
"aod_mix_30","aod_mix_57",0.928
"aod_mix_31","aod_mix_57",0.912
"aod_mix_32","aod_mix_57",0.914
"aod_mix_33","aod_mix_57",0.916
"aod_mix_34","aod_mix_57",0.921
"aod_mix_35","aod_mix_57",0.928
"aod_mix_36","aod_mix_57",0.934
"aod_mix_37","aod_mix_57",0.94
"aod_mix_38","aod_mix_57",0.944
"aod_mix_39","aod_mix_57",0.944
"aod_mix_40","aod_mix_57",0.939
"aod_mix_41","aod_mix_57",0.772
"aod_mix_42","aod_mix_57",0.765
"aod_mix_43","aod_mix_57",0.764
"aod_mix_44","aod_mix_57",0.775
"aod_mix_45","aod_mix_57",0.797
"aod_mix_46","aod_mix_57",0.828
"aod_mix_47","aod_mix_57",0.862
"aod_mix_48","aod_mix_57",0.895
"aod_mix_49","aod_mix_57",0.918
"aod_mix_50","aod_mix_57",0.925
"aod_mix_51","aod_mix_57",0.945
"aod_mix_52","aod_mix_57",0.962
"aod_mix_53","aod_mix_57",0.96
"aod_mix_54","aod_mix_57",0.975
"aod_mix_55","aod_mix_57",0.988
"aod_mix_56","aod_mix_57",0.963
"aod_mix_57","aod_mix_57",1
"aod_mix_58","aod_mix_57",0.988
"aod_mix_59","aod_mix_57",0.954
"aod_mix_60","aod_mix_57",0.973
"aod_mix_61","aod_mix_57",0.962
"aod_mix_62","aod_mix_57",0.942
"aod_mix_63","aod_mix_57",0.994
"aod_mix_64","aod_mix_57",0.979
"aod_mix_65","aod_mix_57",0.958
"aod_mix_66","aod_mix_57",0.934
"aod_mix_67","aod_mix_57",0.963
"aod_mix_68","aod_mix_57",0.936
"aod_mix_69","aod_mix_57",0.903
"aod_mix_70","aod_mix_57",0.878
"aod_mix_71","aod_mix_57",0.915
"aod_mix_72","aod_mix_57",0.897
"aod_mix_73","aod_mix_57",0.88
"aod_mix_74","aod_mix_57",0.861
"aod_mix_01","aod_mix_58",0.851
"aod_mix_02","aod_mix_58",0.853
"aod_mix_03","aod_mix_58",0.856
"aod_mix_04","aod_mix_58",0.863
"aod_mix_05","aod_mix_58",0.872
"aod_mix_06","aod_mix_58",0.884
"aod_mix_07","aod_mix_58",0.898
"aod_mix_08","aod_mix_58",0.912
"aod_mix_09","aod_mix_58",0.925
"aod_mix_10","aod_mix_58",0.935
"aod_mix_11","aod_mix_58",0.898
"aod_mix_12","aod_mix_58",0.901
"aod_mix_13","aod_mix_58",0.903
"aod_mix_14","aod_mix_58",0.908
"aod_mix_15","aod_mix_58",0.913
"aod_mix_16","aod_mix_58",0.92
"aod_mix_17","aod_mix_58",0.926
"aod_mix_18","aod_mix_58",0.932
"aod_mix_19","aod_mix_58",0.937
"aod_mix_20","aod_mix_58",0.939
"aod_mix_21","aod_mix_58",0.941
"aod_mix_22","aod_mix_58",0.944
"aod_mix_23","aod_mix_58",0.946
"aod_mix_24","aod_mix_58",0.949
"aod_mix_25","aod_mix_58",0.951
"aod_mix_26","aod_mix_58",0.952
"aod_mix_27","aod_mix_58",0.952
"aod_mix_28","aod_mix_58",0.95
"aod_mix_29","aod_mix_58",0.946
"aod_mix_30","aod_mix_58",0.939
"aod_mix_31","aod_mix_58",0.885
"aod_mix_32","aod_mix_58",0.888
"aod_mix_33","aod_mix_58",0.89
"aod_mix_34","aod_mix_58",0.897
"aod_mix_35","aod_mix_58",0.904
"aod_mix_36","aod_mix_58",0.914
"aod_mix_37","aod_mix_58",0.923
"aod_mix_38","aod_mix_58",0.931
"aod_mix_39","aod_mix_58",0.937
"aod_mix_40","aod_mix_58",0.939
"aod_mix_41","aod_mix_58",0.757
"aod_mix_42","aod_mix_58",0.751
"aod_mix_43","aod_mix_58",0.751
"aod_mix_44","aod_mix_58",0.763
"aod_mix_45","aod_mix_58",0.786
"aod_mix_46","aod_mix_58",0.819
"aod_mix_47","aod_mix_58",0.856
"aod_mix_48","aod_mix_58",0.891
"aod_mix_49","aod_mix_58",0.918
"aod_mix_50","aod_mix_58",0.932
"aod_mix_51","aod_mix_58",0.92
"aod_mix_52","aod_mix_58",0.943
"aod_mix_53","aod_mix_58",0.965
"aod_mix_54","aod_mix_58",0.951
"aod_mix_55","aod_mix_58",0.977
"aod_mix_56","aod_mix_58",0.982
"aod_mix_57","aod_mix_58",0.988
"aod_mix_58","aod_mix_58",1
"aod_mix_59","aod_mix_58",0.979
"aod_mix_60","aod_mix_58",0.986
"aod_mix_61","aod_mix_58",0.98
"aod_mix_62","aod_mix_58",0.967
"aod_mix_63","aod_mix_58",0.983
"aod_mix_64","aod_mix_58",0.973
"aod_mix_65","aod_mix_58",0.956
"aod_mix_66","aod_mix_58",0.934
"aod_mix_67","aod_mix_58",0.976
"aod_mix_68","aod_mix_58",0.949
"aod_mix_69","aod_mix_58",0.914
"aod_mix_70","aod_mix_58",0.885
"aod_mix_71","aod_mix_58",0.933
"aod_mix_72","aod_mix_58",0.91
"aod_mix_73","aod_mix_58",0.888
"aod_mix_74","aod_mix_58",0.863
"aod_mix_01","aod_mix_59",0.807
"aod_mix_02","aod_mix_59",0.81
"aod_mix_03","aod_mix_59",0.813
"aod_mix_04","aod_mix_59",0.82
"aod_mix_05","aod_mix_59",0.83
"aod_mix_06","aod_mix_59",0.843
"aod_mix_07","aod_mix_59",0.857
"aod_mix_08","aod_mix_59",0.873
"aod_mix_09","aod_mix_59",0.889
"aod_mix_10","aod_mix_59",0.905
"aod_mix_11","aod_mix_59",0.853
"aod_mix_12","aod_mix_59",0.855
"aod_mix_13","aod_mix_59",0.858
"aod_mix_14","aod_mix_59",0.864
"aod_mix_15","aod_mix_59",0.871
"aod_mix_16","aod_mix_59",0.879
"aod_mix_17","aod_mix_59",0.888
"aod_mix_18","aod_mix_59",0.897
"aod_mix_19","aod_mix_59",0.908
"aod_mix_20","aod_mix_59",0.918
"aod_mix_21","aod_mix_59",0.902
"aod_mix_22","aod_mix_59",0.906
"aod_mix_23","aod_mix_59",0.91
"aod_mix_24","aod_mix_59",0.918
"aod_mix_25","aod_mix_59",0.924
"aod_mix_26","aod_mix_59",0.929
"aod_mix_27","aod_mix_59",0.932
"aod_mix_28","aod_mix_59",0.935
"aod_mix_29","aod_mix_59",0.936
"aod_mix_30","aod_mix_59",0.936
"aod_mix_31","aod_mix_59",0.837
"aod_mix_32","aod_mix_59",0.84
"aod_mix_33","aod_mix_59",0.843
"aod_mix_34","aod_mix_59",0.851
"aod_mix_35","aod_mix_59",0.86
"aod_mix_36","aod_mix_59",0.871
"aod_mix_37","aod_mix_59",0.884
"aod_mix_38","aod_mix_59",0.897
"aod_mix_39","aod_mix_59",0.91
"aod_mix_40","aod_mix_59",0.921
"aod_mix_41","aod_mix_59",0.725
"aod_mix_42","aod_mix_59",0.72
"aod_mix_43","aod_mix_59",0.721
"aod_mix_44","aod_mix_59",0.734
"aod_mix_45","aod_mix_59",0.759
"aod_mix_46","aod_mix_59",0.792
"aod_mix_47","aod_mix_59",0.83
"aod_mix_48","aod_mix_59",0.868
"aod_mix_49","aod_mix_59",0.899
"aod_mix_50","aod_mix_59",0.92
"aod_mix_51","aod_mix_59",0.872
"aod_mix_52","aod_mix_59",0.901
"aod_mix_53","aod_mix_59",0.951
"aod_mix_54","aod_mix_59",0.903
"aod_mix_55","aod_mix_59",0.941
"aod_mix_56","aod_mix_59",0.984
"aod_mix_57","aod_mix_59",0.954
"aod_mix_58","aod_mix_59",0.979
"aod_mix_59","aod_mix_59",1
"aod_mix_60","aod_mix_59",0.984
"aod_mix_61","aod_mix_59",0.987
"aod_mix_62","aod_mix_59",0.987
"aod_mix_63","aod_mix_59",0.948
"aod_mix_64","aod_mix_59",0.943
"aod_mix_65","aod_mix_59",0.931
"aod_mix_66","aod_mix_59",0.915
"aod_mix_67","aod_mix_59",0.974
"aod_mix_68","aod_mix_59",0.95
"aod_mix_69","aod_mix_59",0.915
"aod_mix_70","aod_mix_59",0.883
"aod_mix_71","aod_mix_59",0.951
"aod_mix_72","aod_mix_59",0.921
"aod_mix_73","aod_mix_59",0.889
"aod_mix_74","aod_mix_59",0.856
"aod_mix_01","aod_mix_60",0.848
"aod_mix_02","aod_mix_60",0.85
"aod_mix_03","aod_mix_60",0.852
"aod_mix_04","aod_mix_60",0.858
"aod_mix_05","aod_mix_60",0.866
"aod_mix_06","aod_mix_60",0.876
"aod_mix_07","aod_mix_60",0.887
"aod_mix_08","aod_mix_60",0.898
"aod_mix_09","aod_mix_60",0.907
"aod_mix_10","aod_mix_60",0.914
"aod_mix_11","aod_mix_60",0.882
"aod_mix_12","aod_mix_60",0.883
"aod_mix_13","aod_mix_60",0.884
"aod_mix_14","aod_mix_60",0.887
"aod_mix_15","aod_mix_60",0.89
"aod_mix_16","aod_mix_60",0.894
"aod_mix_17","aod_mix_60",0.899
"aod_mix_18","aod_mix_60",0.904
"aod_mix_19","aod_mix_60",0.909
"aod_mix_20","aod_mix_60",0.912
"aod_mix_21","aod_mix_60",0.917
"aod_mix_22","aod_mix_60",0.918
"aod_mix_23","aod_mix_60",0.92
"aod_mix_24","aod_mix_60",0.922
"aod_mix_25","aod_mix_60",0.925
"aod_mix_26","aod_mix_60",0.926
"aod_mix_27","aod_mix_60",0.927
"aod_mix_28","aod_mix_60",0.926
"aod_mix_29","aod_mix_60",0.923
"aod_mix_30","aod_mix_60",0.919
"aod_mix_31","aod_mix_60",0.865
"aod_mix_32","aod_mix_60",0.866
"aod_mix_33","aod_mix_60",0.867
"aod_mix_34","aod_mix_60",0.87
"aod_mix_35","aod_mix_60",0.876
"aod_mix_36","aod_mix_60",0.883
"aod_mix_37","aod_mix_60",0.891
"aod_mix_38","aod_mix_60",0.899
"aod_mix_39","aod_mix_60",0.906
"aod_mix_40","aod_mix_60",0.911
"aod_mix_41","aod_mix_60",0.742
"aod_mix_42","aod_mix_60",0.733
"aod_mix_43","aod_mix_60",0.73
"aod_mix_44","aod_mix_60",0.74
"aod_mix_45","aod_mix_60",0.762
"aod_mix_46","aod_mix_60",0.793
"aod_mix_47","aod_mix_60",0.828
"aod_mix_48","aod_mix_60",0.862
"aod_mix_49","aod_mix_60",0.889
"aod_mix_50","aod_mix_60",0.905
"aod_mix_51","aod_mix_60",0.896
"aod_mix_52","aod_mix_60",0.914
"aod_mix_53","aod_mix_60",0.942
"aod_mix_54","aod_mix_60",0.925
"aod_mix_55","aod_mix_60",0.95
"aod_mix_56","aod_mix_60",0.97
"aod_mix_57","aod_mix_60",0.973
"aod_mix_58","aod_mix_60",0.986
"aod_mix_59","aod_mix_60",0.984
"aod_mix_60","aod_mix_60",1
"aod_mix_61","aod_mix_60",0.995
"aod_mix_62","aod_mix_60",0.984
"aod_mix_63","aod_mix_60",0.969
"aod_mix_64","aod_mix_60",0.963
"aod_mix_65","aod_mix_60",0.95
"aod_mix_66","aod_mix_60",0.933
"aod_mix_67","aod_mix_60",0.989
"aod_mix_68","aod_mix_60",0.965
"aod_mix_69","aod_mix_60",0.931
"aod_mix_70","aod_mix_60",0.902
"aod_mix_71","aod_mix_60",0.961
"aod_mix_72","aod_mix_60",0.935
"aod_mix_73","aod_mix_60",0.909
"aod_mix_74","aod_mix_60",0.881
"aod_mix_01","aod_mix_61",0.834
"aod_mix_02","aod_mix_61",0.837
"aod_mix_03","aod_mix_61",0.839
"aod_mix_04","aod_mix_61",0.845
"aod_mix_05","aod_mix_61",0.853
"aod_mix_06","aod_mix_61",0.863
"aod_mix_07","aod_mix_61",0.874
"aod_mix_08","aod_mix_61",0.886
"aod_mix_09","aod_mix_61",0.896
"aod_mix_10","aod_mix_61",0.904
"aod_mix_11","aod_mix_61",0.868
"aod_mix_12","aod_mix_61",0.869
"aod_mix_13","aod_mix_61",0.871
"aod_mix_14","aod_mix_61",0.873
"aod_mix_15","aod_mix_61",0.877
"aod_mix_16","aod_mix_61",0.882
"aod_mix_17","aod_mix_61",0.887
"aod_mix_18","aod_mix_61",0.893
"aod_mix_19","aod_mix_61",0.899
"aod_mix_20","aod_mix_61",0.905
"aod_mix_21","aod_mix_61",0.905
"aod_mix_22","aod_mix_61",0.907
"aod_mix_23","aod_mix_61",0.909
"aod_mix_24","aod_mix_61",0.912
"aod_mix_25","aod_mix_61",0.916
"aod_mix_26","aod_mix_61",0.918
"aod_mix_27","aod_mix_61",0.92
"aod_mix_28","aod_mix_61",0.92
"aod_mix_29","aod_mix_61",0.919
"aod_mix_30","aod_mix_61",0.917
"aod_mix_31","aod_mix_61",0.851
"aod_mix_32","aod_mix_61",0.852
"aod_mix_33","aod_mix_61",0.853
"aod_mix_34","aod_mix_61",0.856
"aod_mix_35","aod_mix_61",0.862
"aod_mix_36","aod_mix_61",0.869
"aod_mix_37","aod_mix_61",0.878
"aod_mix_38","aod_mix_61",0.888
"aod_mix_39","aod_mix_61",0.897
"aod_mix_40","aod_mix_61",0.904
"aod_mix_41","aod_mix_61",0.732
"aod_mix_42","aod_mix_61",0.723
"aod_mix_43","aod_mix_61",0.721
"aod_mix_44","aod_mix_61",0.73
"aod_mix_45","aod_mix_61",0.752
"aod_mix_46","aod_mix_61",0.783
"aod_mix_47","aod_mix_61",0.819
"aod_mix_48","aod_mix_61",0.853
"aod_mix_49","aod_mix_61",0.882
"aod_mix_50","aod_mix_61",0.9
"aod_mix_51","aod_mix_61",0.882
"aod_mix_52","aod_mix_61",0.901
"aod_mix_53","aod_mix_61",0.936
"aod_mix_54","aod_mix_61",0.911
"aod_mix_55","aod_mix_61",0.938
"aod_mix_56","aod_mix_61",0.969
"aod_mix_57","aod_mix_61",0.962
"aod_mix_58","aod_mix_61",0.98
"aod_mix_59","aod_mix_61",0.987
"aod_mix_60","aod_mix_61",0.995
"aod_mix_61","aod_mix_61",1
"aod_mix_62","aod_mix_61",0.992
"aod_mix_63","aod_mix_61",0.957
"aod_mix_64","aod_mix_61",0.953
"aod_mix_65","aod_mix_61",0.942
"aod_mix_66","aod_mix_61",0.927
"aod_mix_67","aod_mix_61",0.988
"aod_mix_68","aod_mix_61",0.965
"aod_mix_69","aod_mix_61",0.932
"aod_mix_70","aod_mix_61",0.901
"aod_mix_71","aod_mix_61",0.968
"aod_mix_72","aod_mix_61",0.941
"aod_mix_73","aod_mix_61",0.911
"aod_mix_74","aod_mix_61",0.879
"aod_mix_01","aod_mix_62",0.816
"aod_mix_02","aod_mix_62",0.819
"aod_mix_03","aod_mix_62",0.821
"aod_mix_04","aod_mix_62",0.827
"aod_mix_05","aod_mix_62",0.835
"aod_mix_06","aod_mix_62",0.845
"aod_mix_07","aod_mix_62",0.856
"aod_mix_08","aod_mix_62",0.868
"aod_mix_09","aod_mix_62",0.879
"aod_mix_10","aod_mix_62",0.888
"aod_mix_11","aod_mix_62",0.849
"aod_mix_12","aod_mix_62",0.851
"aod_mix_13","aod_mix_62",0.852
"aod_mix_14","aod_mix_62",0.855
"aod_mix_15","aod_mix_62",0.859
"aod_mix_16","aod_mix_62",0.864
"aod_mix_17","aod_mix_62",0.87
"aod_mix_18","aod_mix_62",0.876
"aod_mix_19","aod_mix_62",0.884
"aod_mix_20","aod_mix_62",0.892
"aod_mix_21","aod_mix_62",0.888
"aod_mix_22","aod_mix_62",0.89
"aod_mix_23","aod_mix_62",0.893
"aod_mix_24","aod_mix_62",0.897
"aod_mix_25","aod_mix_62",0.901
"aod_mix_26","aod_mix_62",0.904
"aod_mix_27","aod_mix_62",0.907
"aod_mix_28","aod_mix_62",0.909
"aod_mix_29","aod_mix_62",0.91
"aod_mix_30","aod_mix_62",0.91
"aod_mix_31","aod_mix_62",0.831
"aod_mix_32","aod_mix_62",0.832
"aod_mix_33","aod_mix_62",0.833
"aod_mix_34","aod_mix_62",0.837
"aod_mix_35","aod_mix_62",0.843
"aod_mix_36","aod_mix_62",0.851
"aod_mix_37","aod_mix_62",0.86
"aod_mix_38","aod_mix_62",0.871
"aod_mix_39","aod_mix_62",0.882
"aod_mix_40","aod_mix_62",0.892
"aod_mix_41","aod_mix_62",0.717
"aod_mix_42","aod_mix_62",0.709
"aod_mix_43","aod_mix_62",0.707
"aod_mix_44","aod_mix_62",0.717
"aod_mix_45","aod_mix_62",0.739
"aod_mix_46","aod_mix_62",0.769
"aod_mix_47","aod_mix_62",0.804
"aod_mix_48","aod_mix_62",0.839
"aod_mix_49","aod_mix_62",0.869
"aod_mix_50","aod_mix_62",0.889
"aod_mix_51","aod_mix_62",0.862
"aod_mix_52","aod_mix_62",0.882
"aod_mix_53","aod_mix_62",0.925
"aod_mix_54","aod_mix_62",0.89
"aod_mix_55","aod_mix_62",0.92
"aod_mix_56","aod_mix_62",0.961
"aod_mix_57","aod_mix_62",0.942
"aod_mix_58","aod_mix_62",0.967
"aod_mix_59","aod_mix_62",0.987
"aod_mix_60","aod_mix_62",0.984
"aod_mix_61","aod_mix_62",0.992
"aod_mix_62","aod_mix_62",1
"aod_mix_63","aod_mix_62",0.937
"aod_mix_64","aod_mix_62",0.934
"aod_mix_65","aod_mix_62",0.926
"aod_mix_66","aod_mix_62",0.914
"aod_mix_67","aod_mix_62",0.979
"aod_mix_68","aod_mix_62",0.959
"aod_mix_69","aod_mix_62",0.928
"aod_mix_70","aod_mix_62",0.897
"aod_mix_71","aod_mix_62",0.974
"aod_mix_72","aod_mix_62",0.945
"aod_mix_73","aod_mix_62",0.911
"aod_mix_74","aod_mix_62",0.876
"aod_mix_01","aod_mix_63",0.867
"aod_mix_02","aod_mix_63",0.869
"aod_mix_03","aod_mix_63",0.872
"aod_mix_04","aod_mix_63",0.878
"aod_mix_05","aod_mix_63",0.886
"aod_mix_06","aod_mix_63",0.897
"aod_mix_07","aod_mix_63",0.909
"aod_mix_08","aod_mix_63",0.92
"aod_mix_09","aod_mix_63",0.929
"aod_mix_10","aod_mix_63",0.933
"aod_mix_11","aod_mix_63",0.918
"aod_mix_12","aod_mix_63",0.92
"aod_mix_13","aod_mix_63",0.922
"aod_mix_14","aod_mix_63",0.926
"aod_mix_15","aod_mix_63",0.93
"aod_mix_16","aod_mix_63",0.934
"aod_mix_17","aod_mix_63",0.937
"aod_mix_18","aod_mix_63",0.94
"aod_mix_19","aod_mix_63",0.939
"aod_mix_20","aod_mix_63",0.933
"aod_mix_21","aod_mix_63",0.942
"aod_mix_22","aod_mix_63",0.942
"aod_mix_23","aod_mix_63",0.943
"aod_mix_24","aod_mix_63",0.943
"aod_mix_25","aod_mix_63",0.942
"aod_mix_26","aod_mix_63",0.94
"aod_mix_27","aod_mix_63",0.937
"aod_mix_28","aod_mix_63",0.931
"aod_mix_29","aod_mix_63",0.924
"aod_mix_30","aod_mix_63",0.915
"aod_mix_31","aod_mix_63",0.919
"aod_mix_32","aod_mix_63",0.921
"aod_mix_33","aod_mix_63",0.923
"aod_mix_34","aod_mix_63",0.927
"aod_mix_35","aod_mix_63",0.933
"aod_mix_36","aod_mix_63",0.938
"aod_mix_37","aod_mix_63",0.943
"aod_mix_38","aod_mix_63",0.944
"aod_mix_39","aod_mix_63",0.942
"aod_mix_40","aod_mix_63",0.933
"aod_mix_41","aod_mix_63",0.795
"aod_mix_42","aod_mix_63",0.787
"aod_mix_43","aod_mix_63",0.785
"aod_mix_44","aod_mix_63",0.795
"aod_mix_45","aod_mix_63",0.817
"aod_mix_46","aod_mix_63",0.847
"aod_mix_47","aod_mix_63",0.88
"aod_mix_48","aod_mix_63",0.908
"aod_mix_49","aod_mix_63",0.925
"aod_mix_50","aod_mix_63",0.925
"aod_mix_51","aod_mix_63",0.94
"aod_mix_52","aod_mix_63",0.956
"aod_mix_53","aod_mix_63",0.949
"aod_mix_54","aod_mix_63",0.97
"aod_mix_55","aod_mix_63",0.982
"aod_mix_56","aod_mix_63",0.954
"aod_mix_57","aod_mix_63",0.994
"aod_mix_58","aod_mix_63",0.983
"aod_mix_59","aod_mix_63",0.948
"aod_mix_60","aod_mix_63",0.969
"aod_mix_61","aod_mix_63",0.957
"aod_mix_62","aod_mix_63",0.937
"aod_mix_63","aod_mix_63",1
"aod_mix_64","aod_mix_63",0.992
"aod_mix_65","aod_mix_63",0.976
"aod_mix_66","aod_mix_63",0.955
"aod_mix_67","aod_mix_63",0.968
"aod_mix_68","aod_mix_63",0.947
"aod_mix_69","aod_mix_63",0.919
"aod_mix_70","aod_mix_63",0.896
"aod_mix_71","aod_mix_63",0.918
"aod_mix_72","aod_mix_63",0.905
"aod_mix_73","aod_mix_63",0.891
